"","ID","school","grade","age_T1","gender_T1","hsc1_T1","hsc2_T1","hsc3_T1","hsc4_T1","hsc5_T1","hsc6_T1","hsc7_T1","hsc8_T1","hsc9_T1","hsc10_T1","hsc11_T1","hsc12_T1","wb1_T1","wb2_T1","wb3_T1","wb4_T1","wb5_T1","ev1_T1","ev2_T1","age_T2","gender_T2","hsc1_T2","hsc2_T2","hsc3_T2","hsc4_T2","hsc5_T2","hsc6_T2","hsc7_T2","hsc8_T2","hsc9_T2","hsc10_T2","hsc11_T2","hsc12_T2","wb1_T2","wb2_T2","wb3_T2","wb4_T2","wb5_T2","ev1_T2","ev2_T2","age_T3","gender_T3","hsc1_T3","hsc2_T3","hsc3_T3","hsc4_T3","hsc5_T3","hsc6_T3","hsc7_T3","hsc8_T3","hsc9_T3","hsc10_T3","hsc11_T3","hsc12_T3","wb1_T3","wb2_T3","wb3_T3","wb4_T3","wb5_T3","ev1_T3","ev2_T3","age_T4","gender_T4","hsc1_T4","hsc2_T4","hsc3_T4","hsc4_T4","hsc5_T4","hsc6_T4","hsc7_T4","hsc8_T4","hsc9_T4","hsc10_T4","hsc11_T4","hsc12_T4","wb1_T4","wb2_T4","wb3_T4","wb4_T4","wb5_T4","ev1_T4","ev2_T4","eoe_T1","lst_T1","aes_T1","hsc_T1","eoe_T2","lst_T2","aes_T2","hsc_T2","eoe_T3","lst_T3","aes_T3","hsc_T3","eoe_T4","lst_T4","aes_T4","hsc_T4","hsc_onemonth","wb_T1","wb_T2","wb_T3","wb_T4","wb_onemonth","ev_T1","ev_T2","ev_T3","ev_T4","ev_onemonth"
"37",183,0,1,18,"1",5,4,6,4,6,6,6,4,5,7,4,6,4,3,4,2,3,3,2,18,"1",4,4,6,4,6,4,6,4,4,6,4,5,4,3,4,2,3,.,.,18,"1",5,4,5,4,5,4,5,4,4,5,4,5,3,3,3,1,3,3,1,18,"1",5,4,5,4,5,4,4,4,4,5,4,4,4,4,4,3,4,3,1,5,4,6,5,4.2,4,5.5,4.56666666666667,4.2,4,5,4.4,4,4,5,4.33333333333333,4.575,3.2,3.2,2.6,3.8,3.2,2.5,.,2,2,.
"38",184,0,1,19,"1",2,6,5,6,7,4,3,4,2,7,5,6,2,3,4,5,3,3,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19,"1",5,6,6,5,7,4,2,4,6,7,5,6,4,4,4,4,3,.,.,19,"1",5,6,6,6,4,5,6,6,5,6,3,6,4,3,2,5,3,-1,2,4.4,5.5,5.25,5.05,.,.,.,.,5,5.5,6.25,5.58333333333333,5.6,4.5,5.25,5.11666666666667,.,3.4,.,3.8,3.4,.,1,.,.,0.5,.
"39",185,0,2,20,"1",6,6,7,2,5,5,3,3,4,7,3,5,5,3,5,2,4,3,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,"1",5,5,7,5,7,5,6,3,5,7,3,6,4,5,5,4,5,3,3,20,"1",5,5,7,5,7,3,5,3,5,7,3,5,4,5,5,4,5,-2,3,3.8,4.5,6.25,4.85,.,.,.,.,4.8,4,6.5,5.1,4.2,4,6.5,4.9,.,3.8,.,4.6,4.6,.,1,.,3,0.5,.
"40",186,0,1,19,"1",5,5,6,5,6,4,4,4,5,7,5,7,3,3,2,1,1,2,-2,19,"1",5,4,6,5,7,5,4,5,4,6,5,7,2,3,3,2,1,-2,-3,19,"1",5,5,6,4,7,5,4,5,5,7,5,7,2,2,3,1,1,2,0,19,"1",5,5,6,5,7,5,4,4,5,7,5,7,2,2,3,1,1,1,3,5,5,6,5.33333333333333,5.2,4.5,6,5.23333333333333,5.2,5,6.25,5.48333333333333,5.2,5,6.25,5.48333333333333,5.38333333333333,2,2.2,1.8,1.8,1.95,0,-2.5,1,2,0.125
"41",187,0,1,20,"0",7,7,7,5,4,4,1,4,5,7,7,1,1,1,1,1,3,3,-3,20,"0",6,6,6,3,3,2,3,4,5,5,6,2,1,1,1,1,2,-3,-2,20,"0",6,6,6,2,3,2,2,2,5,6,2,2,1,1,1,1,1,0,-1,20,"0",6,6,6,1,5,2,1,2,4,6,6,2,1,1,1,1,1,-3,3,3.8,7,6.25,5.68333333333333,3.2,6,5,4.73333333333333,2.6,4,5.25,3.95,2.2,6,5.75,4.65,4.75416666666667,1.4,1.2,1,1,1.15,0,-2.5,-0.5,0,-0.75
"42",188,0,1,19,"0",5,3,4,4,4,5,5,5,3,6,4,7,2,2,3,1,3,-3,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19,"0",5,5,4,4,5,5,5,5,5,5,5,6,1,1,1,1,2,3,-2,4.8,3.5,4.75,4.35,.,.,.,.,.,.,.,.,5,5,4.75,4.91666666666667,.,2.2,.,.,1.2,.,-1.5,.,.,0.5,.
"43",189,0,1,20,"1",7,3,7,3,7,1,6,2,1,7,3,2,4,3,5,1,5,3,-3,20,"1",6,2,7,2,7,2,6,2,1,7,2,5,5,5,5,2,5,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,"1",6,2,7,3,7,2,6,2,1,7,2,2,5,5,3,2,5,3,3,1.8,3,7,3.93333333333333,2.4,2,6.75,3.71666666666667,.,.,.,.,2,2,6.75,3.58333333333333,.,3.6,4.4,.,4,.,0,3,.,3,.
"44",193,0,1,19,"1",6,5,5,5,5,6,4,6,3,6,4,6,3,3,4,1,3,3,2,19,"1",6,5,5,5,5,6,4,5,4,2,5,6,4,4,4,1,4,3,3,19,"1",7,7,5,7,7,7,4,7,7,4,7,5,1,1,4,2,2,-3,-3,19,"1",5,5,5,5,5,5,5,5,3,5,6,5,4,4,3,4,1,3,3,5.2,4.5,5.5,5.06666666666667,5.2,5,4.5,4.9,6.6,7,5.75,6.45,4.6,5.5,5,5.03333333333333,5.3625,2.8,3.4,2,3.2,2.85,2.5,3,-3,3,1.375
"45",194,0,1,18,"0",5,3,3,5,7,6,4,4,1,7,5,6,4,4,4,4,2,3,-3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.4,4,5.5,4.63333333333333,.,.,.,.,.,.,.,.,.,.,.,.,.,3.6,.,.,.,.,0,.,.,.,.
"46",197,0,1,19,"1",5,5,2,6,6,2,7,2,2,7,2,2,0,0,0,2,2,-3,3,19,"1",3,6,2,1,7,2,6,2,2,6,3,2,3,3,2,1,3,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.8,3.5,5,3.76666666666667,1.8,4.5,4.5,3.6,.,.,.,.,.,.,.,.,.,0.8,2.4,.,.,.,0,3,.,.,.
"47",198,0,2,21,"0",5,6,7,6,5,7,2,4,5,7,4,6,3,5,1,2,1,3,2,21,"0",5,7,7,6,7,7,3,6,6,7,4,6,2,4,3,2,2,2,-3,21,"0",6,7,7,6,6,6,2,5,6,6,5,6,3,4,4,3,2,-3,3,21,"0",7,6,7,6,5,6,7,6,7,7,4,6,2,2,1,2,0,3,3,5.6,5,6,5.53333333333333,6.2,5.5,6.5,6.06666666666667,5.8,6,6.25,6.01666666666667,6.2,5,6.5,5.9,5.87916666666667,2.4,2.6,3.2,1.4,2.4,2.5,-0.5,0,3,1.25
"48",199,0,1,19,"1",6,5,7,7,7,4,6,5,1,7,5,7,3,2,4,2,4,2,-3,19,"1",6,6,7,7,7,5,7,5,2,7,7,7,3,2,4,1,4,-3,-3,19,"1",6,6,7,7,7,7,7,6,1,7,6,7,1,1,5,1,4,-3,-3,19,"1",6,5,7,7,7,6,7,5,2,7,5,7,4,3,5,3,5,3,-3,4.8,5,6.75,5.51666666666667,5.2,6.5,6.75,6.15,5.6,6,6.75,6.11666666666667,5.4,5,6.75,5.71666666666667,5.875,3,2.8,2.4,4,3.05,-0.5,-3,-3,0,-1.625
"49",200,0,1,18,"1",2,7,4,4,6,7,5,2,6,7,7,6,5,1,5,1,5,2,3,18,"1",6,7,3,6,6,7,7,4,6,6,7,5,4,3,3,2,4,3,-1,18,"1",4,7,5,6,5,7,5,7,5,7,7,5,5,5,3,4,3,-3,0,18,"1",5,7,5,7,5,7,7,7,6,7,7,7,1,1,3,1,0,-3,1,5,7,4.75,5.58333333333333,5.6,7,5.25,5.95,6,7,5.25,6.08333333333333,6.8,7,5.5,6.43333333333333,6.0125,3.4,3.2,4,1.2,2.95,2.5,1,-1.5,-1,0.25
"50",201,0,1,18,"1",7,3,7,7,7,6,5,5,4,6,7,7,1,2,1,2,1,3,2,18,"1",7,5,7,7,7,6,2,5,4,6,4,7,2,4,1,4,2,0,.,18,"1",7,6,7,7,7,5,7,6,7,7,7,6,4,4,5,3,3,3,1,18,"1",7,6,7,6,7,6,4,5,4,6,6,7,3,4,3,3,4,2,-1,5.8,5,6.75,5.85,5.8,4.5,6.75,5.68333333333333,6.2,6.5,7,6.56666666666667,5.6,6,6.75,6.11666666666667,6.05416666666667,1.4,2.6,3.8,3.4,2.8,2.5,.,2,0.5,.
"51",202,0,1,20,"0",5,6,6,6,5,5,4,4,4,6,5,6,2,2,2,2,3,-1,-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,"0",3,5,5,5,5,5,3,5,4,5,5,5,2,2,2,2,2,-1,1,20,"0",3,5,5,5,5,5,3,5,4,5,5,5,1,1,1,1,2,1,-2,5,5.5,5.5,5.33333333333333,.,.,.,.,4.8,5,4.5,4.76666666666667,4.8,5,4.5,4.76666666666667,.,2.2,.,2,1.2,.,-1.5,.,0,-0.5,.
"52",204,0,1,19,"1",3,4,6,3,7,4,4,2,2,7,4,6,4,3,4,1,3,3,2,19,"1",5,5,6,5,7,5,4,3,2,7,5,6,3,2,3,2,3,3,-1,19,"1",5,5,6,5,7,5,4,4,1,7,1,6,3,2,4,2,3,3,3,19,"1",4,5,6,5,7,6,4,4,2,7,5,6,3,2,4,2,2,3,-1,3.4,4,5.75,4.38333333333333,4.2,5,6.25,5.15,4.2,3,6.25,4.48333333333333,4.6,5,6,5.2,4.80416666666667,3,2.6,2.8,2.6,2.75,2.5,1,3,1,1.875
"53",205,0,1,19,"1",3,4,5,7,7,6,4,5,3,7,3,7,4,3,2,4,2,-2,-3,19,"1",2,3,5,6,7,6,4,5,3,7,4,6,2,2,1,4,1,0,-2,19,"1",3,5,5,7,7,7,5,6,3,6,4,6,2,2,2,2,1,-3,3,19,"1",4,5,6,6,6,6,6,7,3,6,5,6,3,3,2,2,4,3,0,5.6,3.5,5.5,4.86666666666667,5.2,3.5,5.25,4.65,5.8,4.5,5.25,5.18333333333333,5.6,5,5.5,5.36666666666667,5.01666666666667,3,2,1.8,2.8,2.4,-2.5,-1,0,1.5,-0.5
"54",206,0,1,18,"0",6,5,4,2,7,6,2,1,4,7,2,7,2,1,3,1,4,3,3,18,"0",6,4,6,5,6,7,1,3,6,7,5,7,1,1,1,1,1,-3,-2,18,"0",6,3,6,4,7,7,1,3,6,7,4,7,1,1,2,2,1,-1,-3,18,"0",5,4,6,6,7,5,1,3,6,7,5,7,1,1,1,1,1,-3,-3,4,3.5,6,4.5,5.6,4.5,6.25,5.45,5.4,3.5,6.5,5.13333333333333,5.4,4.5,6.25,5.38333333333333,5.11666666666667,2.2,1,1.4,1,1.4,3,-2.5,-2,-3,-1.125
"55",208,0,1,20,"0",6,2,7,5,6,5,2,4,5,7,2,5,3,4,3,2,1,-3,3,20,"0",6,2,7,6,6,5,2,4,2,7,2,3,4,4,4,3,2,3,2,20,"0",6,2,6,5,6,5,1,3,5,7,2,5,4,4,2,2,2,-3,-3,20,"0",6,2,7,5,6,5,2,3,3,7,2,5,3,4,2,2,2,-3,-3,4.8,2,6.5,4.43333333333333,4,2,6.5,4.16666666666667,4.6,2,6.25,4.28333333333333,4.2,2,6.5,4.23333333333333,4.27916666666667,2.6,3.4,2.8,2.6,2.85,0,2.5,-3,-3,-0.875
"56",209,0,1,19,"1",5,6,6,4,6,6,3,5,4,6,5,7,2,2,3,1,2,1,0,19,"1",5,6,6,6,6,5,2,5,5,6,5,7,2,2,2,1,2,2,1,19,"1",5,6,6,5,6,5,3,5,5,6,6,7,2,2,3,2,2,3,3,19,"1",5,6,6,4,6,5,4,5,5,7,6,7,2,2,2,2,2,1,-1,5.2,5.5,5.75,5.48333333333333,5.6,5.5,5.75,5.61666666666667,5.4,6,5.75,5.71666666666667,5.2,6,6,5.73333333333333,5.6375,2,1.8,2.2,2,2,0.5,1.5,3,0,1.25
"57",210,0,1,19,"1",5,5,5,3,6,3,5,3,2,6,6,6,4,1,4,1,3,2,-3,19,"1",5,6,5,5,6,5,6,4,2,6,6,6,3,1,4,0,4,2,-2,19,"1",5,7,5,6,6,6,6,5,2,7,6,7,4,1,4,0,4,0,-2,19,"1",5,6,5,5,6,7,6,7,3,6,6,7,3,0,4,0,4,2,-1,3.4,5.5,5.5,4.8,4.4,6,5.5,5.3,5.2,6.5,5.75,5.81666666666667,5.8,6,5.5,5.76666666666667,5.42083333333333,2.6,2.4,2.6,2.2,2.45,-0.5,0,-1,0.5,-0.25
"58",211,0,2,19,"0",5,7,6,3,7,4,1,3,1,7,7,2,4,4,4,2,2,3,-2,20,"0",6,7,5,2,7,2,1,2,1,6,6,2,4,4,4,5,2,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.6,7,6.25,5.28333333333333,1.8,6.5,6,4.76666666666667,.,.,.,.,.,.,.,.,.,3.2,3.8,.,.,.,0.5,3,.,.,.
"59",212,0,1,19,"1",6,5,6,4,5,4,6,4,3,6,4,5,3,2,2,2,2,3,-3,19,"1",6,5,6,4,6,4,6,4,4,6,.,4,2,2,3,2,3,3,.,19,"1",5,4,6,4,5,4,6,4,3,6,4,4,2,2,3,3,3,2,-3,19,"1",6,4,6,4,6,4,6,4,4,6,4,4,2,2,3,3,3,.,.,4,4.5,5.75,4.75,4,.,6,.,3.8,4,5.5,4.43333333333333,4,4,6,4.66666666666667,.,2.2,2.4,2.6,2.6,2.45,0,.,-0.5,.,.
"60",213,1,1,20,"0",3,3,6,2,5,3,7,4,4,7,4,5,4,3,5,3,5,-2,-1,20,"0",3,3,6,3,7,5,7,5,4,7,5,6,3,3,4,4,5,2,-2,20,"0",5,3,7,4,7,4,6,4,3,7,3,6,3,4,4,2,3,3,-3,20,"0",5,4,7,5,7,6,7,5,3,7,2,6,4,3,5,4,5,3,2,3.6,3.5,5.25,4.11666666666667,4.6,4,5.75,4.78333333333333,4.2,3,6.5,4.56666666666667,5,3,6.5,4.83333333333333,4.575,4,3.8,3.2,4.2,3.8,-1.5,0,0,2.5,0.25
"61",214,1,1,18,"0",5,6,2,6,6,7,4,6,3,7,7,6,4,4,1,1,3,3,-2,19,"0",6,6,3,6,7,6,4,6,7,6,5,5,2,.,3,2,3,-3,-3,19,"0",6,6,3,6,7,6,4,6,2,6,7,6,3,2,3,1,3,2,-3,19,"0",6,7,5,6,6,7,3,6,2,5,4,5,3,1,3,1,2,2,-2,5.6,6.5,5,5.7,6,5.5,5.5,5.66666666666667,5.2,6.5,5.5,5.73333333333333,5.2,5.5,5.5,5.4,5.625,2.6,.,2.4,2,.,0.5,-3,-0.5,0,-0.75
"62",215,1,1,18,"1",1,1,5,1,7,1,4,1,1,6,5,5,5,5,5,5,3,3,3,18,"1",1,2,5,2,7,2,2,2,2,6,2,2,5,5,5,5,5,3,-3,18,"1",1,1,7,2,7,1,2,1,1,7,5,5,5,5,5,4,5,3,-3,18,"1",1,5,6,1,7,1,2,1,1,7,1,1,5,5,5,5,5,3,-3,1.8,3,4.75,3.18333333333333,2,2,4.75,2.91666666666667,2,3,5.5,3.5,1,3,5.25,3.08333333333333,3.17083333333333,4.6,5,4.8,5,4.85,3,0,0,0,0.75
"63",216,1,1,19,"1",6,5,2,3,6,6,6,2,1,7,6,7,5,1,4,2,3,3,3,19,"1",5,5,3,6,6,3,6,5,2,7,5,6,4,4,3,1,3,-1,3,19,"1",5,6,3,6,6,6,7,5,2,7,5,6,5,3,4,3,3,-1,2,19,"1",5,5,3,5,6,6,6,6,2,7,6,6,4,2,2,2,3,3,0,3.8,5.5,5.25,4.85,4.4,5,5.25,4.88333333333333,5,5.5,5.25,5.25,5,5.5,5.25,5.25,5.05833333333333,3,3,3.6,2.6,3.05,3,1,0.5,1.5,1.5
"64",217,1,1,18,"1",2,2,3,1,6,2,7,2,4,6,5,7,4,1,4,1,4,3,-3,18,"1",4,4,4,1,7,5,7,3,5,5,5,6,1,1,4,1,5,-3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,"1",3,5,5,3,7,5,7,4,4,6,5,7,3,1,3,1,3,3,-2,3.2,3.5,4.25,3.65,4,4.5,5,4.5,.,.,.,.,4.6,5,5.25,4.95,.,2.8,2.4,.,2.2,.,0,-1,.,0.5,.
"65",218,1,1,18,"1",5,4,7,7,6,7,4,5,3,6,5,6,3,1,2,0,4,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,"1",3,4,7,7,6,5,2,4,5,7,4,7,3,2,3,1,2,-3,1,18,"1",3,4,6,7,7,7,5,4,5,6,4,6,3,2,4,1,3,-3,2,5.6,4.5,6,5.36666666666667,.,.,.,.,5.6,4,5.75,5.11666666666667,5.8,4,5.5,5.1,.,2,.,2.2,2.6,.,1.5,.,-1,-0.5,.
"66",219,1,1,19,"0",2,7,7,5,7,7,2,7,2,7,7,7,2,2,5,1,4,-3,-3,19,"0",3,6,7,1,7,7,2,7,3,7,6,7,2,2,4,1,4,3,2,19,"0",4,6,7,1,7,7,2,7,2,7,6,7,3,3,4,1,3,1,2,19,"0",2,7,7,1,7,7,2,7,2,7,7,7,3,3,4,2,4,2,-3,5.6,7,5.75,6.11666666666667,5,6,6,5.66666666666667,4.8,6,6.25,5.68333333333333,4.8,7,5.75,5.85,5.82916666666667,2.8,2.6,2.8,3.2,2.85,-3,2.5,1.5,-0.5,0.125
"67",220,1,1,20,"0",5,4,7,1,6,2,5,4,5,6,5,7,2,3,4,1,3,-1,2,20,"0",5,7,7,3,4,3,4,2,4,5,2,7,1,2,2,1,2,3,2,20,"0",5,6,6,3,2,.,4,2,5,6,5,7,2,3,1,1,2,-3,-3,20,"0",5,6,6,2,5,2,3,3,4,6,5,7,3,2,4,1,3,-1,3,3.8,4.5,6,4.76666666666667,3.8,4.5,5.25,4.51666666666667,.,5.5,4.75,.,3.6,5.5,5.5,4.86666666666667,.,2.6,1.6,1.8,2.6,2.15,0.5,2.5,-3,1,0.25
"68",221,1,1,19,"1",4,4,5,5,7,2,3,2,4,7,3,6,2,2,3,3,4,3,-2,19,"1",5,3,5,3,7,4,4,3,4,5,3,5,4,3,1,1,4,2,2,19,"1",5,2,5,4,7,3,4,3,4,6,3,5,3,2,3,2,4,3,2,19,"1",6,2,5,4,7,3,3,3,4,6,2,5,3,3,4,2,3,2,1,3.8,3.5,5.75,4.35,3.8,3,5.5,4.1,3.8,2.5,5.75,4.01666666666667,3.8,2,6,3.93333333333333,4.1,2.8,2.6,2.8,3,2.8,0.5,2,2.5,1.5,1.625
"69",222,1,1,18,"1",3,5,4,5,6,4,7,4,4,5,5,7,2,2,2,1,3,-3,2,18,"1",3,5,4,5,7,5,7,3,5,5,5,5,3,3,1,1,1,-3,3,18,"1",3,5,5,5,7,5,7,3,6,5,5,5,3,3,2,2,2,0,3,18,"1",3,6,5,5,7,6,7,5,5,6,6,6,2,3,2,1,1,3,-2,4.8,5,4.5,4.76666666666667,4.6,5,4.75,4.78333333333333,4.8,5,5,4.93333333333333,5.4,6,5.25,5.55,5.00833333333333,2,1.8,2.4,1.8,2,-0.5,0,1.5,0.5,0.375
"70",223,1,1,19,"1",3,3,4,3,7,5,3,3,3,5,4,5,3,3,3,3,4,3,3,19,"1",3,3,4,5,7,5,2,3,3,5,5,5,3,3,3,2,2,3,3,19,"1",4,5,4,5,7,5,2,3,3,5,5,6,3,3,3,2,3,-1,2,19,"1",3,5,4,5,7,5,2,5,3,5,4,5,3,3,2,3,3,2,2,3.8,3.5,4.75,4.01666666666667,4.2,4,4.75,4.31666666666667,4.4,5,5,4.8,4.6,4.5,4.75,4.61666666666667,4.4375,3.2,2.6,2.8,2.8,2.85,3,3,0.5,2,2.125
"71",224,1,1,18,"1",4,6,7,5,7,5,5,4,4,7,5,5,2,2,2,2,1,1,3,18,"1",4,6,7,5,7,5,5,5,4,6,5,5,2,2,2,1,1,3,1,18,"1",4,6,7,5,7,5,4,5,4,7,6,5,1,1,1,0,1,3,3,18,"1",4,7,7,5,7,6,4,5,5,7,6,5,1,1,1,0,1,-3,-1,4.6,5.5,6.25,5.45,4.8,5.5,6,5.43333333333333,4.8,6,6.25,5.68333333333333,5.2,6.5,6.25,5.98333333333333,5.6375,1.8,1.6,0.8,0.8,1.25,2,2,3,-2,1.25
"72",225,1,1,18,"1",5,7,6,2,6,4,5,3,2,6,7,6,4,4,4,3,2,-1,0,18,"1",5,6,6,5,6,5,6,4,4,6,7,6,3,3,3,3,3,3,3,18,"1",6,6,6,4,5,4,6,5,2,6,7,5,3,3,3,1,2,3,3,18,"1",5,7,7,4,6,5,6,4,4,7,7,5,3,3,3,2,2,3,3,3.4,7,5.75,5.38333333333333,4.8,6.5,5.75,5.68333333333333,4,6.5,5.75,5.41666666666667,4.4,7,6.25,5.88333333333333,5.59166666666667,3.4,3,2.4,2.6,2.85,-0.5,3,3,3,2.125
"73",226,1,1,18,"1",5,6,7,2,7,3,4,2,2,7,6,6,4,4,3,0,2,3,-3,18,"1",5,6,7,2,7,6,3,2,2,7,6,7,4,2,3,1,1,3,-3,18,"1",3,6,7,5,7,3,3,3,2,7,6,7,4,4,4,2,2,3,-2,18,"1",3,6,7,3,7,4,3,3,3,7,2,2,4,4,4,2,2,2,-3,3,6,6.5,5.16666666666667,3.8,6,6.5,5.43333333333333,4,6,6,5.33333333333333,3,4,6,4.33333333333333,5.06666666666667,2.6,2.2,3.2,3.2,2.8,0,0,0.5,-0.5,0
"74",227,1,1,18,"1",3,3,5,5,6,5,6,4,4,7,4,6,3,3,3,3,3,3,3,18,"1",3,3,5,5,7,4,5,3,3,7,3,6,4,4,3,2,3,1,3,18,"1",3,4,5,5,7,5,6,4,3,7,3,6,3,3,3,2,3,-1,3,18,"1",3,3,6,5,7,5,5,4,3,7,4,6,3,3,3,2,3,3,3,4.8,3.5,5.25,4.51666666666667,4.2,3,5.5,4.23333333333333,4.6,3.5,5.5,4.53333333333333,4.6,3.5,5.75,4.61666666666667,4.475,3,3.2,2.8,2.8,2.95,3,2,1,3,2.25
"75",228,1,1,18,"1",5,2,6,5,5,3,6,2,3,7,4,6,4,1,3,1,2,2,-1,18,"1",5,2,5,5,5,3,6,3,4,7,4,5,4,2,5,1,3,3,-2,18,"1",5,3,7,5,5,6,3,3,3,7,4,6,4,1,4,2,1,3,0,18,"1",6,3,7,5,5,5,6,3,4,7,4,5,4,1,4,0,1,3,1,3.8,3,5.75,4.18333333333333,4,3,5.5,4.16666666666667,4.6,3.5,6,4.7,4.4,3.5,6.25,4.71666666666667,4.44166666666667,2.2,3,2.4,2,2.4,0.5,0.5,1.5,2,1.125
